recession,days_from,ee,employed,eu,ue,unemployed,uu,laborforce,months_from
gr,1611,0.9520584604186143,140129,0.017098530639624916,0.17051842598376016,14409,0.575126656950517,154538,17
gr,1641,0.9545033622065192,140384,0.015692671529519035,0.1655115054061547,14428,0.6167174937621291,154812,18
gr,1672,0.956667973064453,140335,0.014201731570883957,0.18068246716162192,14008,0.6377784123358081,154343,19
gr,1703,0.9484491323966918,140502,0.017508647563735748,0.21346153846153845,13520,0.5958579881656805,154022,20
gr,1733,0.9579464773347898,140987,0.013831062438380844,0.18203327736223476,13102,0.6523431537169898,154089,21
gr,1764,0.9605869426525838,141070,0.013886722903523073,0.17997304368508682,12613,0.6452073257749941,153683,22
gr,1794,0.9617076932919157,140681,0.015403643704551433,0.16230696501733374,12692,0.6258272927828553,153373,23
gr,1825,0.9566469444920825,139944,0.01845738295318127,0.1451886862122443,13541,0.5871796765379219,153485,24
gr,1856,0.9569887122913764,140684,0.014422393449148446,0.18897989575577065,13430,0.6187639612807149,154114,25
gr,1885,0.9590770231663508,141412,0.013485418493480044,0.18877867327960324,12904,0.6349969001859889,154316,26
gr,1916,0.9602732490580654,141995,0.010944047325610056,0.19941225860621326,11910,0.6516372795969774,153905,27
gr,1946,0.9599164839168483,142727,0.011763716745955565,0.16966832369000082,12271,0.6053296389862277,154998,28
gr,1977,0.9518442479853634,143202,0.016172958478233544,0.17475728155339806,13184,0.5621966019417476,156386,29
gr,2007,0.9565138409513296,143126,0.015734387882006064,0.17156716417910448,13400,0.5983582089552238,156526,30
gr,2038,0.9526648802592629,142558,0.01551649153327067,0.2080970384373031,12696,0.5992438563327032,155254,31
gr,2069,0.9526417503296519,143333,0.012746541271026212,0.22849599727474024,11742,0.6075625958099131,155075,32
gr,2099,0.9587195134651032,144039,0.012566041141635252,0.18839962524486842,11741,0.5902393322544928,155780,33
gr,2130,0.9639217270757721,143549,0.01236511574444963,0.17029112592072956,11404,0.6111890564714135,154953,34
gr,2160,0.9636655948553055,143060,0.01545505382357053,0.14733198243836543,11844,0.5927051671732523,154904,35
covid,29,0.9617748864132667,153407,0.008832712979199124,0.2639987827145466,6572,0.5176506390748631,159979,-35
covid,60,0.9507482834261386,154086,0.01307711278117415,0.25351724137931037,7250,0.428551724137931,161336,-34
covid,90,0.9552340260244707,154470,0.011354955654819705,0.27469426152398874,7441,0.47520494557183174,161911,-33
covid,121,0.9599221232484242,153576,0.011616398395582643,0.2612872238232469,7287,0.4981473857554549,160863,-32
covid,152,0.9482633629784976,154494,0.010408171191114217,0.37949969493593655,6556,0.47239170225747407,161050,-31
covid,182,0.9607386706263009,154223,0.009084248134195288,0.2917334187760333,6242,0.4934315924383211,160465,-30
covid,213,0.9619665326242055,154180,0.00956025424828123,0.25151129494113905,6286,0.5147947820553611,160466,-29
covid,243,0.9641020299214854,153602,0.010650902983034075,0.23892959541255177,6278,0.4956992672825741,159880,-28
covid,274,0.959175128231969,152848,0.013071809902648383,0.19821950201697036,7189,0.4645986924467937,160037,-27
covid,305,0.9547094292209348,154403,0.010479071002506429,0.2978423353546749,7091,0.49851924975320827,161494,-26
covid,333,0.9604460313668266,154877,0.010137076518785875,0.27911857292759706,6671,0.5129665717283766,161548,-25
covid,364,0.961531529211834,155348,0.008040013389293714,0.31422791638570463,5932,0.5249494268374916,161280,-24
covid,394,0.9635021056477511,156009,0.0072880410745533915,0.27067407922168174,5756,0.5178943710910354,161765,-23
covid,425,0.9541367078899434,156465,0.011344390119195986,0.23576042278332354,6812,0.41294773928361717,163277,-22
covid,455,0.9551603780795394,157004,0.010522024916562636,0.26537890044576523,6730,0.5022288261515602,163734,-21
covid,486,0.9558567304663139,155539,0.011566230977439742,0.33657770800627945,6370,0.4521193092621664,161909,-20
covid,517,0.9547541151538821,156191,0.008444788752232844,0.34027055150884494,5766,0.4816163718348942,161957,-19
covid,547,0.960000509709975,156952,0.008289158468831236,0.28781840235661066,5771,0.4747877317622596,162723,-18
covid,578,0.9628761583288221,157015,0.008852657389421393,0.2656637168141593,5650,0.4872566371681416,162665,-17
covid,608,0.9637144445651549,156481,0.009956480339466132,0.2285619505722342,6029,0.4786863493116603,162510,-16
covid,639,0.9622492966108257,154964,0.012783614258795591,0.2008403361344538,7140,0.45630252100840335,162104,-15
covid,670,0.9547215480863435,156167,0.009848431486805791,0.31260377358490565,6625,0.4920754716981132,162792,-14
covid,698,0.9616021375470625,156441,0.008987413785388742,0.2773425258539643,6382,0.5145722344092761,162823,-13
covid,729,0.9641056728989854,156710,0.006068534235211537,0.3163170595878968,5387,0.5669203638388713,162097,-12
covid,759,0.9602423131745063,157152,0.008380421502748932,0.2825731419225877,5503,0.44448482645829546,162655,-11
covid,790,0.9563575537927363,157828,0.010435410700255976,0.2404640813731723,6292,0.4281627463445645,164120,-10
covid,820,0.9566499352842757,158385,0.00952741736906904,0.25991458206223306,6556,0.48215375228798046,164941,-9
covid,851,0.9566647234754397,157816,0.009796218380899275,0.32323069482508465,6203,0.4694502660003224,164019,-8
covid,882,0.9561390224510657,158478,0.007281767816353059,0.3535224153705398,5465,0.4978956999085087,163943,-7
covid,912,0.961632519630093,159067,0.008147510168671063,0.2544464609800363,5510,0.48747731397459165,164577,-6
covid,943,0.9634338922268709,158945,0.008889867564251785,0.2646572321264473,5441,0.4960485204925565,164386,-5
covid,973,0.9637927118558522,158504,0.009665371220915561,0.2662184263129202,5503,0.46429220425222606,164007,-4
covid,1004,0.9607246136795037,156994,0.013618354841586303,0.22755227552275523,6504,0.4166666666666667,163498,-3
covid,1035,0.960244783789086,158017,0.008739565996063715,0.2759729816661306,6218,0.5278224509488582,164235,-2
covid,1064,0.9667197277771691,155167,0.017007482261047775,0.19538670284938942,7370,0.4351424694708277,162537,-1
covid,1095,0.965348094145178,133326,0.12913460240313218,0.07003199431212229,22504,0.1400195520796303,155830,0
covid,1125,0.9071227475429394,137461,0.033696830373705994,0.3696987423223165,20514,0.5661011991810471,157975,1
covid,1156,0.9108402013850474,142811,0.02695170540084447,0.41472996901283754,18072,0.5575475874280655,160883,2
covid,1186,0.9302452730947042,144492,0.02537856767156659,0.3131145598862694,16882,0.5684752991351736,161374,3
covid,1217,0.9359954898657827,147224,0.013279084931804597,0.34863920826662786,13742,0.6608208412167079,160966,4
covid,1248,0.9458578040001082,147796,0.01543343527565022,0.2902174798403519,12277,0.6032418343243463,160073,5
